x,y,time,weight,type,description
41.875726,-87.676511,260,1,"THEFT","$500 AND UNDER"
41.666143,-87.540576,260,1,"VANDALISM","TO VEHICLE"
41.908314,-87.671255,247,1,"THEFT","AUTOMOBILE"
41.715929,-87.616417,240,1,"THEFT","AUTOMOBILE"
41.802026,-87.716042,226,1,"ASSAULT","AGGRAVATED - HANDGUN"
41.967324,-87.679145,218,1,"THEFT","FORCIBLE ENTRY"
41.791615,-87.659666,210,1,"VANDALISM","TO VEHICLE"
41.860911,-87.695745,195,1,"ASSAULT","AGGRAVATED POLICE OFFICER - OTHER FIREARM"
41.932551,-87.713113,188,1,"THEFT","OVER $500"
41.843506,-87.707449,180,1,"VANDALISM","TO PROPERTY"
41.933252,-87.795544,180,1,"THEFT","THEFT / RECOVERY - AUTOMOBILE"
41.872844,-87.763207,180,1,"ASSAULT","NON-AGGRAVATED"
41.768097,-87.663879,170,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.846960,-87.727208,156,1,"ASSAULT","AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT"
41.919515,-87.769924,155,1,"THEFT","OVER $500"
41.685597,-87.709139,150,1,"THEFT","OVER $500"
41.861359,-87.694400,150,1,"ASSAULT","SIMPLE"
41.716950,-87.656242,147,1,"VANDALISM","TO PROPERTY"
41.895732,-87.687784,132,1,"THEFT","RETAIL THEFT"
41.766859,-87.572654,131,1,"THEFT","ARMED - HANDGUN"
41.903738,-87.736175,130,1,"ASSAULT","AGGRAVATED - HANDGUN"
41.780145,-87.683665,120,1,"THEFT","UNLAWFUL ENTRY"
41.826525,-87.608209,120,1,"VANDALISM","TO VEHICLE"
41.883209,-87.764962,120,1,"ASSAULT","AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON"
41.826525,-87.608209,120,1,"VANDALISM","TO VEHICLE"
41.876212,-87.641007,105,1,"THEFT","ARMED - HANDGUN"
41.917097,-87.731939,105,1,"VANDALISM","TO PROPERTY"
41.746686,-87.601417,101,1,"OTHER OFFENSE","VIOLATION GPS MONITORING DEVICE"
41.786833,-87.724273,90,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.865389,-87.734946,88,1,"FRAUD","COMPUTER FRAUD"
41.721940,-87.552448,73,1,"ASSAULT","AGGRAVATED - HANDGUN"
41.769185,-87.625732,70,1,"THEFT","STRONG ARM - NO WEAPON"
41.756623,-87.553032,70,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.692463,-87.612152,61,1,"ASSAULT","SIMPLE"
41.765800,-87.686944,61,1,"THEFT","$500 AND UNDER"
41.938836,-87.746073,60,1,"THEFT","AGGRAVATED VEHICULAR HIJACKING"
41.794089,-87.631799,55,1,"THEFT","THEFT FROM MOTOR VEHICLE"
41.906144,-87.735429,50,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.915938,-87.730183,46,1,"VANDALISM","TO PROPERTY"
41.961800,-87.653104,34,1,"THEFT","AUTOMOBILE"
41.748649,-87.618086,32,1,"VANDALISM","TO VEHICLE"
41.874907,-87.694346,30,1,"THEFT","OVER $500"
41.684810,-87.642147,20,1,"ASSAULT","SIMPLE"
42.005234,-87.694953,14,1,"FRAUD","COMPUTER FRAUD"
41.874400,-87.640068,8,1,"VANDALISM","TO LAND"
41.959126,-87.747486,1,1,"FRAUD","THEFT BY LESSEE, MOTOR VEHICLE"
41.788073,-87.702818,1,1,"THEFT","THEFT FROM MOTOR VEHICLE"
41.892964,-87.760196,1,1,"OFFENSE INVOLVING CHILDREN","CHILD ABUSE"
41.811248,-87.663826,1,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.978595,-87.693263,0,1,"FRAUD","COUNTERFEIT CHECK"
41.869829,-87.770599,0,1,"ASSAULT","SIMPLE"
41.732545,-87.576825,0,1,"VANDALISM","TO VEHICLE"
41.884642,-87.729026,0,1,"THEFT","AUTOMOBILE"
41.795354,-87.668263,0,1,"THEFT","$500 AND UNDER"
41.778923,-87.706167,0,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.952802,-87.648641,0,1,"OTHER OFFENSE","HARASSMENT BY ELECTRONIC MEANS"
41.749845,-87.633069,0,1,"THEFT","UNLAWFUL ENTRY"
41.764166,-87.595177,0,1,"OTHER OFFENSE","HARASSMENT BY ELECTRONIC MEANS"
41.874754,-87.762658,0,1,"THEFT","$500 AND UNDER"
41.844715,-87.693392,0,1,"THEFT","OVER $500"
41.731887,-87.634990,0,1,"FRAUD","ATTEMPT - FINANCIAL IDENTITY THEFT"
41.719879,-87.564674,1437,1,"ASSAULT","AGGRAVATED - HANDGUN"
41.810341,-87.643158,1430,1,"VANDALISM","TO VEHICLE"
41.768070,-87.567306,1415,1,"ASSAULT","AGGRAVATED - OTHER DANGEROUS WEAPON"
41.893373,-87.621910,1412,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.881944,-87.734204,1410,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.872865,-87.677598,1410,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.702623,-87.619673,1400,1,"VANDALISM","TO PROPERTY"
41.760068,-87.562098,1389,1,"THEFT","$500 AND UNDER"
41.782313,-87.598903,1383,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.958710,-87.763023,1380,1,"THEFT","AUTOMOBILE"
41.872222,-87.713168,1380,1,"THEFT","AUTOMOBILE"
41.891120,-87.762479,1380,1,"THEFT","THEFT FROM MOTOR VEHICLE"
41.903104,-87.709244,1380,1,"THEFT","AUTOMOBILE"
41.877395,-87.678987,1380,1,"THEFT","BURGLARY FROM MOTOR VEHICLE"
41.839811,-87.617142,1380,1,"THEFT","AUTOMOBILE"
41.804807,-87.613871,1365,1,"THEFT","UNLAWFUL ENTRY"
41.899703,-87.717674,1361,1,"ASSAULT","SIMPLE"
41.740658,-87.604940,1360,1,"WEAPONS","UNLAWFUL POSSESSION - HANDGUN"
41.839811,-87.617142,1350,1,"THEFT","FROM BUILDING"
41.963654,-87.651055,1350,1,"THEFT","$500 AND UNDER"
41.975335,-87.692314,1348,1,"THEFT","RETAIL THEFT"
41.985667,-87.696811,1345,1,"ASSAULT","AGGRAVATED POLICE OFFICER - OTHER DANGEROUS WEAPON"
41.814180,-87.598140,1338,1,"OTHER OFFENSE","ANIMAL ABUSE / NEGLECT"
41.799651,-87.747833,1335,1,"THEFT","AUTOMOBILE"
41.876106,-87.731229,1335,1,"ASSAULT","AGGRAVATED - HANDGUN"
41.857908,-87.621686,1335,1,"THEFT","$500 AND UNDER"
41.728376,-87.638545,1331,1,"VANDALISM","TO PROPERTY"
41.902614,-87.637408,1320,1,"ASSAULT","NON-AGGRAVATED"
41.694925,-87.655880,1320,1,"OTHER OFFENSE","ANIMAL ABUSE / NEGLECT"
41.759669,-87.613914,1320,1,"THEFT","AUTOMOBILE"
41.702249,-87.536493,1320,1,"THEFT","AUTOMOBILE"
41.894141,-87.719935,1320,1,"THEFT","$500 AND UNDER"
41.703700,-87.531659,1320,1,"VANDALISM","TO VEHICLE"
41.882987,-87.763282,1320,1,"THEFT","AUTOMOBILE"
41.874953,-87.690321,1320,1,"THEFT","AUTOMOBILE"
41.931980,-87.711399,1310,1,"NARCOTICS","FOUND SUSPECT NARCOTICS"
41.868165,-87.627440,1306,1,"INTERFERENCE WITH PUBLIC OFFICER","OBSTRUCTING IDENTIFICATION"
42.011476,-87.671010,1303,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.925609,-87.698658,1300,1,"ARSON","BY FIRE"
41.738547,-87.553884,1296,1,"ASSAULT","AGGRAVATED - KNIFE / CUTTING INSTRUMENT"
41.771687,-87.648214,1295,1,"ASSAULT","SIMPLE"
41.985278,-87.734152,1293,1,"OTHER OFFENSE","HARASSMENT BY ELECTRONIC MEANS"
41.852676,-87.705282,1290,1,"THEFT","$500 AND UNDER"
41.768383,-87.644495,1290,1,"ASSAULT","SIMPLE"
41.781443,-87.622008,1290,1,"THEFT","AUTOMOBILE"
41.964279,-87.667778,1290,1,"THEFT","OVER $500"
41.921320,-87.732796,1274,1,"OTHER OFFENSE","HARASSMENT BY ELECTRONIC MEANS"
41.909636,-87.745301,1272,1,"THEFT","RETAIL THEFT"
41.707920,-87.647723,1271,1,"ASSAULT","SIMPLE"
41.887471,-87.716087,1270,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.862897,-87.711151,1269,1,"NARCOTICS","POSSESS - CANNABIS MORE THAN 30 GRAMS"
41.886815,-87.625556,1267,1,"ASSAULT","SIMPLE"
41.885702,-87.642032,1261,1,"OTHER OFFENSE","HARASSMENT BY ELECTRONIC MEANS"
41.734155,-87.586856,1260,1,"THEFT","AUTOMOBILE"
41.746814,-87.605113,1260,1,"ASSAULT","AGGRAVATED - OTHER DANGEROUS WEAPON"
41.997199,-87.660475,1259,1,"ASSAULT","SIMPLE"
41.977691,-87.690672,1251,1,"ASSAULT","AGGRAVATED - KNIFE / CUTTING INSTRUMENT"
41.989038,-87.735408,1245,1,"VANDALISM","TO VEHICLE"
41.878931,-87.639586,1245,1,"THEFT","ARMED - KNIFE / CUTTING INSTRUMENT"
41.889936,-87.637487,1244,1,"THEFT","RETAIL THEFT"
41.803672,-87.703846,1242,1,"THEFT","RETAIL THEFT"
41.754115,-87.599196,1240,1,"NARCOTICS","POSSESS - HEROIN (WHITE)"
41.950872,-87.730765,1235,1,"VANDALISM","TO RESIDENCE"
41.960211,-87.708216,1233,1,"THEFT","RETAIL THEFT"
41.884091,-87.659533,1230,1,"THEFT","OVER $500"
41.745103,-87.601376,1230,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.978558,-87.836589,1230,1,"THEFT","BURGLARY FROM MOTOR VEHICLE"
41.884485,-87.628784,1230,1,"ASSAULT","SIMPLE"
41.766633,-87.612865,1228,1,"THEFT","$500 AND UNDER"
41.892577,-87.713787,1224,1,"ASSAULT","SIMPLE"
41.860105,-87.720117,1216,1,"PUBLIC PEACE VIOLATION","RECKLESS CONDUCT"
41.802897,-87.606425,1215,1,"THEFT","RETAIL THEFT"
41.941632,-87.716252,1210,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.869355,-87.660595,1210,1,"THEFT","RETAIL THEFT"
41.976123,-87.673116,1205,1,"ASSAULT","SIMPLE"
41.893983,-87.634541,1200,1,"ASSAULT","SIMPLE"
41.770621,-87.582573,1200,1,"THEFT","OVER $500"
41.876884,-87.699860,1200,1,"THEFT","AUTOMOBILE"
41.965861,-87.701053,1200,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.896772,-87.680465,1200,1,"VANDALISM","TO VEHICLE"
41.725665,-87.560799,1200,1,"THEFT","AUTOMOBILE"
41.705678,-87.600944,1200,1,"ASSAULT","AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY"
41.939301,-87.710401,1200,1,"VANDALISM","TO LAND"
41.976852,-87.823017,1200,1,"FRAUD","FINANCIAL IDENTITY THEFT OVER $ 300"
41.852884,-87.622810,1199,1,"THEFT","OVER $500"
41.866689,-87.744780,1198,1,"ASSAULT","AGGRAVATED - HANDGUN"
41.939300,-87.711739,1186,1,"THEFT","RETAIL THEFT"
41.823126,-87.602726,1185,1,"VANDALISM","TO VEHICLE"
41.929029,-87.674385,1181,1,"THEFT","AGGRAVATED"
41.872628,-87.718668,1180,1,"SEX OFFENSE","NON-CONSENSUAL DISSEMINATION OF PRIVATE SEXUAL IMAGES"
41.880360,-87.755980,1171,1,"INTERFERENCE WITH PUBLIC OFFICER","OBSTRUCTING IDENTIFICATION"
41.886572,-87.663260,1170,1,"THEFT","BURGLARY FROM MOTOR VEHICLE"
41.802171,-87.674534,1170,1,"THEFT","$500 AND UNDER"
41.871025,-87.699510,1170,1,"ASSAULT","SIMPLE"
41.893469,-87.632648,1167,1,"THEFT","RETAIL THEFT"
41.918407,-87.795080,1160,1,"OTHER OFFENSE","HARASSMENT BY TELEPHONE"
41.878797,-87.731626,1159,1,"ASSAULT","AGGRAVATED - OTHER DANGEROUS WEAPON"
41.883227,-87.737111,1155,1,"THEFT","$500 AND UNDER"
41.723114,-87.614175,1150,1,"ASSAULT","AGGRAVATED - OTHER FIREARM"
41.777099,-87.670234,1144,1,"OTHER OFFENSE","VEHICLE TITLE / REGISTRATION OFFENSE"
41.967445,-87.713337,1141,1,"ASSAULT","AGGRAVATED - OTHER DANGEROUS WEAPON"
41.893735,-87.705596,1140,1,"THEFT","AUTOMOBILE"
41.882478,-87.637028,1140,1,"OTHER OFFENSE","HARASSMENT BY TELEPHONE"
41.868510,-87.773012,1140,1,"THEFT","AUTOMOBILE"
41.944035,-87.805727,1140,1,"THEFT","AUTOMOBILE"
41.798935,-87.675352,1140,1,"VANDALISM","TO VEHICLE"
41.748652,-87.717657,1140,1,"ASSAULT","AGGRAVATED DOMESTIC BATTERY - HANDGUN"
41.729331,-87.606167,1140,1,"THEFT","AUTOMOBILE"
41.777874,-87.734950,1139,1,"ASSAULT","AGGRAVATED - HANDGUN"
41.891695,-87.626156,1127,1,"THEFT","RETAIL THEFT"
41.801983,-87.587713,1126,1,"THEFT","RETAIL THEFT"
41.889982,-87.714480,1121,1,"THEFT","BURGLARY FROM MOTOR VEHICLE"
41.865654,-87.666357,1118,1,"ASSAULT","PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY"
41.870817,-87.696017,1118,1,"NARCOTICS","POSSESS - CRACK"
41.772220,-87.662237,1110,1,"THEFT","FROM BUILDING"
41.707204,-87.606567,1110,1,"THEFT","OVER $500"
41.991059,-87.690898,1110,1,"THEFT","BURGLARY FROM MOTOR VEHICLE"
41.890522,-87.645818,1110,1,"THEFT","THEFT FROM MOTOR VEHICLE"
41.786224,-87.704871,1110,1,"VANDALISM","TO VEHICLE"
41.934679,-87.636707,1109,1,"ASSAULT","NON-AGGRAVATED"
41.917288,-87.757829,1106,1,"ASSAULT","SIMPLE"
41.978558,-87.836589,1105,1,"THEFT","BURGLARY FROM MOTOR VEHICLE"
41.893282,-87.627596,1105,1,"THEFT","$500 AND UNDER"
41.974130,-87.766357,1103,1,"INTERFERENCE WITH PUBLIC OFFICER","ESCAPE"
41.899748,-87.760808,1102,1,"ASSAULT","SIMPLE"
41.892859,-87.655838,1100,1,"THEFT","AUTOMOBILE"
41.752019,-87.614978,1095,1,"ASSAULT","AGG. PROTECTED EMPLOYEE - HANDS, FISTS, FEET, SERIOUS INJURY"
41.690961,-87.672100,1095,1,"VANDALISM","TO PROPERTY"
42.012652,-87.673666,1095,1,"ASSAULT","SIMPLE"
41.759315,-87.613903,1091,1,"ASSAULT","SIMPLE"
41.875845,-87.747792,1090,1,"OTHER OFFENSE","SEX OFFENDER - FAIL TO REGISTER NEW ADDRESS"
41.967367,-87.705995,1083,1,"THEFT","OVER $500"
41.803535,-87.685549,1083,1,"OTHER OFFENSE","HARASSMENT BY ELECTRONIC MEANS"
41.833394,-87.617008,1080,1,"THEFT","RETAIL THEFT"
41.686358,-87.638561,1080,1,"THEFT","AUTOMOBILE"
41.990428,-87.748332,1080,1,"THEFT","$500 AND UNDER"
41.762687,-87.645560,1080,1,"VANDALISM","TO PROPERTY"
41.707246,-87.618165,1080,1,"THEFT","RETAIL THEFT"
41.925413,-87.697429,1080,1,"THEFT","AUTOMOBILE"
41.937792,-87.675000,1071,1,"THEFT","$500 AND UNDER"
41.747577,-87.608219,1070,1,"VANDALISM","TO PROPERTY"
41.818647,-87.695753,1070,1,"ASSAULT","SIMPLE"
41.929744,-87.684274,1066,1,"THEFT","RETAIL THEFT"
41.820776,-87.628540,1066,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.880996,-87.771819,1066,1,"OTHER OFFENSE","SEX OFFENDER - FAIL TO REGISTER NEW ADDRESS"
41.793333,-87.660924,1063,1,"OTHER OFFENSE","VEHICLE TITLE / REGISTRATION OFFENSE"
41.964447,-87.731571,1061,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.877934,-87.729240,1060,1,"WEAPONS","UNLAWFUL POSSESSION - OTHER FIREARM"
41.936008,-87.721551,1060,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.730012,-87.665326,1056,1,"OTHER OFFENSE","TELEPHONE THREAT"
41.713353,-87.653587,1050,1,"VANDALISM","TO LAND"
41.939468,-87.687013,1050,1,"FRAUD","FRAUD OR CONFIDENCE GAME"
41.933626,-87.727870,1050,1,"THEFT","UNLAWFUL ENTRY"
41.885866,-87.725816,1050,1,"ASSAULT","SIMPLE"
41.868542,-87.639235,1049,1,"THEFT","RETAIL THEFT"
41.804472,-87.659997,1044,1,"ASSAULT","SIMPLE"
41.707401,-87.608202,1040,1,"ASSAULT","SIMPLE"
41.884465,-87.634432,1035,1,"THEFT","OVER $500"
41.767726,-87.663868,1034,1,"INTERFERENCE WITH PUBLIC OFFICER","RESIST / OBSTRUCT / DISARM OFFICER"
41.893808,-87.756784,1033,1,"WEAPONS","UNLAWFUL POSSESSION - HANDGUN"
41.736450,-87.545816,1032,1,"ASSAULT","SIMPLE"
41.878631,-87.636673,1029,1,"THEFT","FROM BUILDING"
41.903997,-87.643230,1027,1,"THEFT","RETAIL THEFT"
41.745803,-87.604538,1025,1,"VANDALISM","TO VEHICLE"
41.902975,-87.691245,1024,1,"ASSAULT","SIMPLE"
41.739783,-87.639645,1020,1,"ASSAULT","SIMPLE"
41.910553,-87.673057,1020,1,"VANDALISM","TO PROPERTY"
41.967632,-87.661168,1020,1,"ASSAULT","SIMPLE"
41.767741,-87.691888,1020,1,"ASSAULT","SIMPLE"
41.683976,-87.615351,1020,1,"THEFT","AUTOMOBILE"
41.868217,-87.630453,1019,1,"ASSAULT","SIMPLE"
41.965815,-87.666850,1018,1,"THEFT","RETAIL THEFT"
41.869143,-87.695979,1016,1,"NARCOTICS","POSSESS - HEROIN (WHITE)"
41.778452,-87.740389,1010,1,"THEFT","ATTEMPT - AUTOMOBILE"
41.882540,-87.627851,1010,1,"THEFT","RETAIL THEFT"
41.952763,-87.807787,1007,1,"THEFT","OVER $500"
41.738009,-87.604864,1005,1,"OTHER OFFENSE","HARASSMENT BY TELEPHONE"
41.910616,-87.714949,1005,1,"ASSAULT","SIMPLE"
41.717623,-87.616456,1002,1,"THEFT","FORCIBLE ENTRY"
41.736162,-87.585631,1002,1,"ASSAULT","AGGRAVATED - OTHER DANGEROUS WEAPON"
41.869731,-87.684900,990,1,"THEFT","AUTOMOBILE"
41.945606,-87.728039,990,1,"VANDALISM","CRIMINAL DEFACEMENT"
41.870390,-87.625902,990,1,"THEFT","AUTOMOBILE"
41.904580,-87.640697,990,1,"STALKING","VIOLATION OF STALKING NO CONTACT ORDER"
41.937432,-87.649180,990,1,"THEFT","RETAIL THEFT"
41.876696,-87.752047,981,1,"INTIMIDATION","INTIMIDATION"
41.937228,-87.644305,980,1,"THEFT","POCKET-PICKING"
41.886683,-87.655110,980,1,"THEFT","RETAIL THEFT"
41.930249,-87.638780,980,1,"THEFT","BURGLARY FROM MOTOR VEHICLE"
41.756897,-87.591449,975,1,"OFFENSE INVOLVING CHILDREN","OTHER OFFENSE"
41.863407,-87.710456,968,1,"VANDALISM","TO LAND"
41.866793,-87.719543,966,1,"THEFT","STRONG ARM - NO WEAPON"
41.723488,-87.631260,960,1,"THEFT","$500 AND UNDER"
41.872639,-87.716579,960,1,"VANDALISM","TO VEHICLE"
41.712860,-87.592465,960,1,"OTHER OFFENSE","HARASSMENT BY TELEPHONE"
41.747168,-87.703537,960,1,"ASSAULT","SIMPLE"
41.895113,-87.765404,960,1,"ASSAULT","AGGRAVATED - OTHER FIREARM"
41.870860,-87.714382,960,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.863411,-87.657349,960,1,"ASSAULT","SIMPLE"
41.707400,-87.608158,956,1,"ASSAULT","AGGRAVATED - HANDGUN"
41.810694,-87.683929,956,1,"THEFT","RETAIL THEFT"
41.891199,-87.624138,953,1,"THEFT","OVER $500"
41.903997,-87.643230,949,1,"THEFT","RETAIL THEFT"
41.946221,-87.708254,945,1,"THEFT","RETAIL THEFT"
41.798933,-87.675459,941,1,"OTHER OFFENSE","ANIMAL ABUSE / NEGLECT"
41.910583,-87.726353,940,1,"THEFT","RETAIL THEFT"
41.714598,-87.567022,940,1,"ASSAULT","SIMPLE"
41.930525,-87.707856,936,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.960211,-87.708216,931,1,"THEFT","RETAIL THEFT"
41.707816,-87.676828,930,1,"ASSAULT","SIMPLE"
41.802641,-87.662382,930,1,"ASSAULT","AGGRAVATED - OTHER DANGEROUS WEAPON"
41.745252,-87.587046,930,1,"VANDALISM","TO PROPERTY"
42.021179,-87.672429,930,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.757631,-87.585708,930,1,"ASSAULT","SIMPLE"
41.754593,-87.741529,927,1,"THEFT","RETAIL THEFT"
41.763647,-87.586265,927,1,"ASSAULT","AGGRAVATED - KNIFE / CUTTING INSTRUMENT"
41.861795,-87.622418,920,1,"THEFT","$500 AND UNDER"
41.785877,-87.728723,915,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.935987,-87.647469,909,1,"THEFT","RETAIL THEFT"
42.007892,-87.666746,909,1,"ASSAULT","SIMPLE"
41.879384,-87.634124,907,1,"THEFT","RETAIL THEFT"
41.954585,-87.664217,905,1,"THEFT","POCKET-PICKING"
41.910284,-87.690503,900,1,"THEFT","THEFT FROM MOTOR VEHICLE"
41.796151,-87.759560,900,1,"VANDALISM","TO PROPERTY"
41.730489,-87.681125,900,1,"THEFT","THEFT FROM MOTOR VEHICLE"
41.918647,-87.646133,900,1,"THEFT","$500 AND UNDER"
41.871020,-87.736472,900,1,"OTHER OFFENSE","HARASSMENT BY TELEPHONE"
41.737710,-87.740958,900,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.769261,-87.566533,900,1,"FRAUD","ATTEMPT - FINANCIAL IDENTITY THEFT"
41.749684,-87.646439,895,1,"THEFT","THEFT / RECOVERY - AUTOMOBILE"
41.770249,-87.615379,894,1,"ASSAULT","SIMPLE"
41.972221,-87.757670,892,1,"ASSAULT","SIMPLE"
41.736595,-87.556953,885,1,"THEFT","AUTOMOBILE"
41.884231,-87.696670,885,1,"OTHER OFFENSE","OTHER WEAPONS VIOLATION"
41.802102,-87.587748,882,1,"THEFT","RETAIL THEFT"
41.880704,-87.630225,880,1,"ASSAULT","SIMPLE"
41.811222,-87.615065,875,1,"THEFT","OVER $500"
41.888165,-87.622937,872,1,"VANDALISM","TO LAND"
41.977848,-87.846469,870,1,"THEFT","AUTOMOBILE"
41.924479,-87.727181,870,1,"ASSAULT","NON-AGGRAVATED"
41.938334,-87.784835,870,1,"THEFT","$500 AND UNDER"
41.924479,-87.727181,870,1,"ASSAULT","NON-AGGRAVATED"
41.871372,-87.662927,870,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.885731,-87.625583,870,1,"THEFT","FROM BUILDING"
41.979739,-87.692711,865,1,"ASSAULT","AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY"
41.689873,-87.622377,865,1,"VANDALISM","TO PROPERTY"
41.707456,-87.605637,860,1,"ASSAULT","SIMPLE"
41.839114,-87.646306,855,1,"VANDALISM","TO LAND"
41.781142,-87.675567,845,1,"ASSAULT","SIMPLE"
41.902808,-87.624619,845,1,"THEFT","THEFT FROM MOTOR VEHICLE"
41.878114,-87.634292,840,1,"THEFT","FROM BUILDING"
41.909763,-87.682331,840,1,"THEFT","UNLAWFUL ENTRY"
41.908297,-87.752234,840,1,"ASSAULT","SIMPLE"
41.874416,-87.638592,840,1,"THEFT","$500 AND UNDER"
41.993708,-87.792769,840,1,"ASSAULT","SIMPLE"
41.785520,-87.738568,840,1,"ASSAULT","AGGRAVATED - OTHER DANGEROUS WEAPON"
41.894886,-87.761017,840,1,"ASSAULT","AGGRAVATED - HANDGUN"
41.730061,-87.552232,840,1,"THEFT","ARMED - HANDGUN"
41.807785,-87.730398,840,1,"THEFT","STRONG ARM - NO WEAPON"
41.991336,-87.656851,840,1,"THEFT","FROM BUILDING"
41.720384,-87.538913,826,1,"THEFT","UNLAWFUL ENTRY"
41.940631,-87.667138,826,1,"THEFT","OVER $500"
41.869235,-87.696866,825,1,"OTHER OFFENSE","SEX OFFENDER - FAIL TO REGISTER NEW ADDRESS"
41.750069,-87.554859,825,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.893481,-87.658501,825,1,"ASSAULT","SIMPLE"
41.902085,-87.641168,825,1,"ASSAULT","SIMPLE"
41.885741,-87.631712,821,1,"ASSAULT","AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY"
41.909919,-87.765555,820,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.748215,-87.634886,819,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.875460,-87.709957,815,1,"VANDALISM","TO PROPERTY"
41.719075,-87.663435,815,1,"VANDALISM","TO VEHICLE"
41.858347,-87.721187,814,1,"THEFT","$500 AND UNDER"
41.953643,-87.728015,812,1,"VANDALISM","TO LAND"
41.693088,-87.661871,810,1,"VANDALISM","TO RESIDENCE"
41.956032,-87.721555,810,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.784228,-87.669181,808,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.808486,-87.677877,795,1,"ASSAULT","SIMPLE"
41.689625,-87.667962,792,1,"ASSAULT","AGGRAVATED - HANDGUN"
41.882039,-87.691319,780,1,"THEFT","$500 AND UNDER"
41.949555,-87.671361,780,1,"THEFT","BURGLARY FROM MOTOR VEHICLE"
41.899729,-87.682051,780,1,"ASSAULT","SIMPLE"
41.949555,-87.671361,780,1,"THEFT","BURGLARY FROM MOTOR VEHICLE"
41.879298,-87.725621,780,1,"THEFT","$500 AND UNDER"
41.719759,-87.597133,780,1,"THEFT","OVER $500"
41.799053,-87.584042,780,1,"FRAUD","FRAUD OR CONFIDENCE GAME"
41.751128,-87.614248,780,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.858390,-87.660706,778,1,"ASSAULT","AGGRAVATED - HANDGUN"
41.893469,-87.632648,774,1,"THEFT","RETAIL THEFT"
41.752310,-87.654287,774,1,"THEFT","$500 AND UNDER"
41.722363,-87.583820,773,1,"ASSAULT","SIMPLE"
41.893647,-87.631177,773,1,"THEFT","RETAIL THEFT"
41.895403,-87.661383,769,1,"VANDALISM","TO VEHICLE"
41.970976,-87.760104,765,1,"THEFT","OVER $500"
41.901194,-87.627719,759,1,"THEFT","$500 AND UNDER"
41.928084,-87.641967,757,1,"ASSAULT","SIMPLE"
41.843282,-87.695171,750,1,"ASSAULT","SIMPLE"
41.858665,-87.623950,750,1,"THEFT","BURGLARY FROM MOTOR VEHICLE"
41.883500,-87.627877,750,1,"ASSAULT","SIMPLE"
41.800939,-87.589122,750,1,"THEFT","FROM BUILDING"
41.808832,-87.616834,742,1,"OTHER OFFENSE","GUN OFFENDER - ANNUAL REGISTRATION"
41.880423,-87.651298,740,1,"THEFT","FROM BUILDING"
41.831014,-87.617317,736,1,"FRAUD","ILLEGAL USE CASH CARD"
41.878744,-87.736125,735,1,"ASSAULT","SIMPLE"
41.994020,-87.713282,734,1,"THEFT","RETAIL THEFT"
41.994020,-87.713282,734,1,"THEFT","RETAIL THEFT"
41.859828,-87.716449,733,1,"THEFT","UNLAWFUL ENTRY"
41.866969,-87.658439,727,1,"THEFT","$500 AND UNDER"
41.868116,-87.632378,720,1,"OTHER OFFENSE","HARASSMENT BY TELEPHONE"
41.914474,-87.649598,720,1,"FRAUD","FINANCIAL IDENTITY THEFT OVER $ 300"
